ID,OPEID,Institution Name,City,State,GiftReceivedDate,ForeignGiftAmount,GiftType,CountryGiftor,GiftorName
74,00105200,University of Alabama at Birmingham,Birmingham,AL,01/09/2019,$756.00,Contract,ENGLAND,Glaxo SmithKline
75,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$12,053.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
76,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$12,825.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
77,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$7,330.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
78,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$9,520.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
79,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$25,701.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
80,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$11,953.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
81,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$10,252.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
82,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$10,670.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
83,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$11,168.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
84,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$13,600.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
85,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,"$18,638.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
86,00105200,University of Alabama at Birmingham,Birmingham,AL,01/17/2019,"$1,526.00",Contract,ENGLAND,Glaxo SmithKline
87,00105200,University of Alabama at Birmingham,Birmingham,AL,01/22/2019,"$1,853.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
88,00105200,University of Alabama at Birmingham,Birmingham,AL,01/22/2019,"$49,438.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
89,00105200,University of Alabama at Birmingham,Birmingham,AL,01/22/2019,"$3,128.00",Contract,ZAMBIA,Centre for Infectious Disease
90,00105200,University of Alabama at Birmingham,Birmingham,AL,01/28/2019,"$509,156.00",Contract,SWEDEN,Gambo
91,00105200,University of Alabama at Birmingham,Birmingham,AL,01/30/2019,"$7,517.00",Contract,ZAMBIA,Centre for Infectious Disease
92,00105200,University of Alabama at Birmingham,Birmingham,AL,02/06/2019,$794.00,Contract,ENGLAND,Glaxo SmithKline
93,00105200,University of Alabama at Birmingham,Birmingham,AL,02/06/2019,"$7,598.00",Contract,ENGLAND,Glaxo SmithKline
94,00105200,University of Alabama at Birmingham,Birmingham,AL,02/07/2019,"$23,805.00",Contract,ENGLAND,Glaxo SmithKline
95,00105200,University of Alabama at Birmingham,Birmingham,AL,02/08/2019,"$74,112.00",Contract,BERMUDA,"Incysus, LTD"
96,00105200,University of Alabama at Birmingham,Birmingham,AL,02/14/2019,$527.00,Contract,ENGLAND,Glaxo SmithKline
97,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$9,370.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
98,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$9,370.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
99,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$4,151.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
100,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$11,313.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
101,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$10,998.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
102,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$4,151.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
103,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$5,468.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
104,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$6,440.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
105,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$3,240.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
106,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$9,370.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
107,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$7,577.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
108,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$9,370.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
109,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$11,666.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
110,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$18,740.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
111,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$2,784.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
112,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$11,700.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
113,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$3,911.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
114,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$16,518.00",Contract,ENGLAND,Glaxo SmithKline
115,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$94,867.00",Contract,ENGLAND,Glaxo SmithKline
116,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,"$2,834.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
117,00105200,University of Alabama at Birmingham,Birmingham,AL,02/22/2019,"$1,652.00",Contract,ENGLAND,Glaxo SmithKline
118,00105200,University of Alabama at Birmingham,Birmingham,AL,02/27/2019,"$56,405.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
119,00105200,University of Alabama at Birmingham,Birmingham,AL,02/27/2019,"$93,837.00",Contract,ENGLAND,Astex Therapeutics Ltd
120,00105200,University of Alabama at Birmingham,Birmingham,AL,02/27/2019,"$6,149.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
121,00105200,University of Alabama at Birmingham,Birmingham,AL,02/28/2019,"$3,053.00",Contract,ENGLAND,Glaxo SmithKline
122,00105200,University of Alabama at Birmingham,Birmingham,AL,03/04/2019,"$1,134.00",Contract,ZAMBIA,Centre for Infectious Disease
123,00105200,University of Alabama at Birmingham,Birmingham,AL,03/05/2019,"$147,143.00",Contract,SOUTH AFRICA,University of Cape Town
124,00105200,University of Alabama at Birmingham,Birmingham,AL,03/06/2019,"$24,274.00",Contract,ZAMBIA,Centre for Infectious Disease
125,00105200,University of Alabama at Birmingham,Birmingham,AL,03/08/2019,$776.00,Contract,ENGLAND,Glaxo SmithKline
126,00105200,University of Alabama at Birmingham,Birmingham,AL,03/11/2019,"$1,134.00",Contract,ZAMBIA,Centre for Infectious Disease
127,00105200,University of Alabama at Birmingham,Birmingham,AL,03/19/2019,"$2,028.00",Contract,ENGLAND,Glaxo SmithKline
128,00105200,University of Alabama at Birmingham,Birmingham,AL,03/19/2019,"$7,932.00",Contract,ZAMBIA,Centre for Infectious Disease
129,00105200,University of Alabama at Birmingham,Birmingham,AL,03/19/2019,"$12,581.00",Contract,ENGLAND,Glaxo SmithKline
130,00105200,University of Alabama at Birmingham,Birmingham,AL,03/28/2019,"$230,000.00",Contract,JAPAN,Japan Tobacco Inc
131,00105200,University of Alabama at Birmingham,Birmingham,AL,03/28/2019,"$4,507.00",Contract,ENGLAND,Glaxo SmithKline
132,00105200,University of Alabama at Birmingham,Birmingham,AL,03/29/2019,"$15,163.00",Contract,ENGLAND,Astex Therapeutics Ltd
133,00105200,University of Alabama at Birmingham,Birmingham,AL,04/04/2019,"$46,613.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
134,00105200,University of Alabama at Birmingham,Birmingham,AL,04/05/2019,"$8,002.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
135,00105200,University of Alabama at Birmingham,Birmingham,AL,04/05/2019,"$1,549.00",Contract,ENGLAND,Astex Therapeutics Ltd
136,00105200,University of Alabama at Birmingham,Birmingham,AL,04/09/2019,"$397,801.00",Contract,ENGLAND,Glaxo SmithKline
137,00105200,University of Alabama at Birmingham,Birmingham,AL,04/12/2019,"$38,861.00",Contract,SOUTH AFRICA,University of Cape Town
138,00105200,University of Alabama at Birmingham,Birmingham,AL,04/15/2019,"$3,008.00",Contract,ENGLAND,Glaxo SmithKline
139,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,"$50,280.00",Contract,ENGLAND,Glaxo SmithKline
140,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,"$100,000.00",Contract,JAPAN,Japan Tobacco Inc
141,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,"$9,785.00",Contract,ENGLAND,Glaxo SmithKline
142,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,"$2,950.00",Contract,ENGLAND,Glaxo SmithKline
143,00105200,University of Alabama at Birmingham,Birmingham,AL,04/25/2019,"$11,722.00",Contract,ENGLAND,Astex Therapeutics Ltd
144,00105200,University of Alabama at Birmingham,Birmingham,AL,04/26/2019,"$22,934.00",Contract,ZAMBIA,Centre for Infectious Disease
145,00105200,University of Alabama at Birmingham,Birmingham,AL,04/30/2019,"$1,134.00",Contract,ZAMBIA,Centre for Infectious Disease
146,00105200,University of Alabama at Birmingham,Birmingham,AL,04/30/2019,"$32,760.00",Contract,ENGLAND,Glaxo SmithKline
147,00105200,University of Alabama at Birmingham,Birmingham,AL,04/30/2019,"$4,090.00",Contract,ENGLAND,Glaxo SmithKline
148,00105200,University of Alabama at Birmingham,Birmingham,AL,05/01/2019,"$55,125.00",Contract,BERMUDA,"Incysus, LTD"
149,00105200,University of Alabama at Birmingham,Birmingham,AL,05/01/2019,"$14,700.00",Contract,BERMUDA,"Incysus, LTD"
150,00105200,University of Alabama at Birmingham,Birmingham,AL,05/02/2019,"$4,032.00",Contract,ENGLAND,Glaxo SmithKline
151,00105200,University of Alabama at Birmingham,Birmingham,AL,05/06/2019,"$8,098.00",Contract,ENGLAND,Glaxo SmithKline
152,00105200,University of Alabama at Birmingham,Birmingham,AL,05/07/2019,"$5,325.00",Contract,ENGLAND,Glaxo SmithKline
153,00105200,University of Alabama at Birmingham,Birmingham,AL,05/07/2019,$195.00,Contract,ENGLAND,Glaxo SmithKline
154,00105200,University of Alabama at Birmingham,Birmingham,AL,05/09/2019,"$100,437.00",Contract,ENGLAND,Glaxo SmithKline
155,00105200,University of Alabama at Birmingham,Birmingham,AL,05/19/2019,"$18,267.00",Contract,ENGLAND,Astex Therapeutics Ltd
156,00105200,University of Alabama at Birmingham,Birmingham,AL,05/20/2019,"$195,260.00",Contract,ENGLAND,Glaxo SmithKline
157,00105200,University of Alabama at Birmingham,Birmingham,AL,05/22/2019,"$2,950.00",Contract,ENGLAND,Glaxo SmithKline
158,00105200,University of Alabama at Birmingham,Birmingham,AL,05/23/2019,"$9,367.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
159,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$10,016.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
160,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$12,605.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
161,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$9,420.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
162,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$7,882.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
163,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$10,437.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
164,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$23,242.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
165,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$12,740.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
166,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$11,953.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
167,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$11,108.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
168,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$1,070.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
169,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$34,010.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
170,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$13,711.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
171,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$13,270.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
172,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$22,539.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
173,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$4,260.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
174,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$22,000.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
175,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$12,129.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
176,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$51,168.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
177,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$13,182.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
178,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$16,661.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
179,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$10,400.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
180,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$17,677.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
181,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$11,308.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
182,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$9,370.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
183,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$10,020.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
184,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$42,934.00",Contract,AUSTRALIA,SpeeDx Pty Ltd
185,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$9,378.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
186,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$9,032.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
187,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$17,271.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
188,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$12,325.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
189,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$9,370.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
190,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$27,756.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
191,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$3,300.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
192,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$17,877.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
193,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,"$11,953.00",Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
194,00105200,University of Alabama at Birmingham,Birmingham,AL,06/03/2019,"$2,290.00",Contract,ENGLAND,Glaxo SmithKline
195,00105200,University of Alabama at Birmingham,Birmingham,AL,06/11/2019,"$17,204.00",Contract,ENGLAND,Glaxo SmithKline
196,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$11,969.00",Contract,OMAN,Embassy of Oman
197,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$10,077.00",Contract,OMAN,Embassy of Oman
198,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$48,707.00",Contract,OMAN,Embassy of Oman
199,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$24,138.00",Contract,OMAN,Embassy of Oman
200,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$31,791.00",Contract,OMAN,Embassy of Oman
201,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$11,098.00",Contract,OMAN,Embassy of Oman
202,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$25,850.00",Contract,OMAN,Embassy of Oman
203,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,"$12,059.00",Contract,OMAN,Embassy of Oman
