RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID
14055207,EFILE,454711722,201512,1/4/2017 1:44:10 PM,RIVER SHOALS OF BALDWIN INC,990,93493246002066,201612469349300206
14058638,EFILE,364150724,201512,1/5/2017 7:21:48 AM,OAK PARK-RIVER FOREST COMMUNITY FOUNDATION,990,93493246002316,201612469349300231
14055146,EFILE,680397204,201512,1/4/2017 1:40:08 PM,SIERRA BUSINESS COUNCIL,990,93493246004266,201612469349300426
14055147,EFILE,270673632,201606,1/4/2017 1:40:08 PM,SEEDS OF CHANGE,990,93493246005016,201612469349300501
14058148,EFILE,650416691,201512,1/5/2017 5:27:15 AM,PEOPLE ENGAGED IN ACTIVE COMMUNITY EFFORTS INC,990,93493246006016,201612469349300601
14055577,EFILE,522078118,201606,1/4/2017 3:10:52 PM,WHARTON HIGH SCHOOL BAND BOOSTERS INC,990,93493250001016,201612509349300101
14055213,EFILE,161511190,201512,1/4/2017 1:44:13 PM,HOLY FAMILY COMMUNICATIONS,990,93493250001666,201612509349300166
14058642,EFILE,721245195,201512,1/5/2017 7:21:50 AM,FRIENDS OF ZOO OF ACADIANA,990,93493250002116,201612509349300211
14055150,EFILE,311358126,201512,1/4/2017 1:40:10 PM,UNITED CHURCH RESIDENCES OF ASHLAND,990,93493250003566,201612509349300356
14055216,EFILE,943232437,201512,1/4/2017 1:44:14 PM,SUSTAINABLE CONSERVATION,990,93493250004766,201612509349300476
14058411,EFILE,431769074,201512,1/5/2017 6:42:20 AM,JUSTINE PETERSEN HOUSING AND REINVESTMENT CORPORATION,990,93493250005016,201612509349300501
14055154,EFILE,200932817,201603,1/4/2017 1:40:12 PM,OUR SISTERS PLACE INC,990,93493250006216,201612509349300621
14058898,EFILE,362837731,201604,1/5/2017 7:57:51 AM,ENVIRONMENTAL EDUCATION ASSN OF ILLINOIS,990EZ,93492251000216,201612519349200021
14058900,EFILE,463294753,201606,1/5/2017 7:57:52 AM,PTA CASSELL SCHOOL,990EZ,93492251006116,201612519349200611
14058850,EFILE,900754264,201512,1/5/2017 7:53:45 AM,HONDURAN INTERNATIONAL MISSIONS INC,990EZ,93492251007366,201612519349200736
14058647,EFILE,421609484,201510,1/5/2017 7:21:53 AM,HARRIS HILL SKI JUMP INC,990,93493251001366,201612519349300136
14058648,EFILE,931293019,201512,1/5/2017 7:21:53 AM,CASCADIA WILDLANDS,990,93493251001416,201612519349300141
14055580,EFILE,112623046,201510,1/4/2017 3:10:54 PM,TORAH COMMUNICATION CENTER,990,93493251001466,201612519349300146
14055156,EFILE,237062269,201512,1/4/2017 1:40:13 PM,AMERICAN HISTORICAL SOCIETY OF GERMANS FROM RUSSIA,990,93493251002066,201612519349300206
14055221,EFILE,161119656,201512,1/4/2017 1:44:17 PM,REACHOUT OF ST LAWRENCE COUNTY INC,990,93493251006016,201612519349300601
14058783,EFILE,521020415,201604,1/5/2017 7:50:42 AM,OWEN BROWN COMMUNITY ASSOCIATION INC,990O,93493251007666,201612519349300766
14055583,EFILE,256063116,201606,1/4/2017 3:10:55 PM,AUXILIARY TO THE JEFFERSON REGIONAL MEDICAL CENTER,990,93493251008266,201612519349300826
14058651,EFILE,471083471,201606,1/5/2017 7:21:55 AM,CHESTERTON ACADEMY OF THE HOLY FAMI,990,93493251009016,201612519349300901
14058415,EFILE,432009479,201509,1/5/2017 6:42:22 AM,ERATH COUNTY VOLUNTEER FIRE DEPT,990,93493251009516,201612519349300951
14058853,EFILE,010563744,201512,1/5/2017 7:53:46 AM,CORAL GABLES POLICE ATHLETIC LEAGUE INC,990EZ,93492252007016,201612529349200701
14055587,EFILE,660380485,201605,1/4/2017 3:10:57 PM,COLEGIO UNIVERSITARIO BAUTISTA,990,93493252008016,201612529349300801
14058786,EFILE,150618381,201512,1/5/2017 7:50:43 AM,EAST HILL FLYING CLUB INC,990O,93493252008366,201612529349300836
14055161,EFILE,816037128,201512,1/4/2017 1:40:16 PM,YOUTH WITH A MISSION OF MT INC,990,93493252012516,201612529349301251
14053912,EFILE,570548509,201605,1/4/2017 9:49:18 AM,CHARLES TOWNE MONTESSORI SCHOOL,990,93493244004276,201622449349300427
14057430,EFILE,202334544,201606,1/4/2017 11:30:30 PM,PTO DACUSVILLE ELEMENTARY SCHOOL,990EZ,93492242000006,201602429349200000
14057927,EFILE,540313205,201512,1/5/2017 1:11:03 AM,NORFOLK MUSICIANS ASSOCIATION LOCAL 125,990EO,93492242001006,201602429349200100
14057433,EFILE,464201046,201406,1/4/2017 11:30:31 PM,MOUNTAIN HOUSE HIGH SCHOOL ATHLETIC BOOSTER CLUB,990EZ,93492242003106,201602429349200310
14057930,EFILE,420985140,201606,1/5/2017 1:11:04 AM,IOWA COLONY HOUSE CORPORATION OF LAMBDA CHI ALPHA,990EO,93492242006156,201602429349200615
14054809,EFILE,760319194,201509,1/4/2017 12:12:43 PM,HOUSTON MARINERS CLUB INC,990EO,93492242006406,201602429349200640
14056668,EFILE,454436148,201412,1/4/2017 10:02:26 PM,ROUTE 66 IECA,990,93493243000456,201602439349300045
14056671,EFILE,750818172,201512,1/4/2017 10:02:28 PM,PRESBYTERIAN CHILDRENS HOMES AND SERVICES,990,93493243004156,201602439349300415
14053562,EFILE,352423626,201606,1/4/2017 8:41:48 AM,CHICO CAT COALITION,990,93493243005356,201602439349300535
14056542,EFILE,042802804,201512,1/4/2017 9:41:08 PM,COUNCIL OF ELDERS HOUSING CORPORATION,990,93493244009106,201602449349300910
14056546,EFILE,561600118,201512,1/4/2017 9:41:10 PM,RALEIGH HOUSING FUND INC,990,93493244010556,201602449349301055
14056549,EFILE,830389694,201512,1/4/2017 9:41:11 PM,DOROTHY DAY HOUSE OF HOSPITALITY,990,93493244010906,201602449349301090
14056553,EFILE,522198798,201509,1/4/2017 9:41:13 PM,ST JOHNS COMMUNITY SERVICES - PENNSYLVANIA,990,93493244014056,201602449349301405
14053055,EFILE,272865980,201512,1/4/2017 7:36:52 AM,4WORD,990,93493245003456,201602459349300345
14055983,EFILE,470818929,201512,1/4/2017 6:07:39 PM,GOODWILL SPECIALTY SERVICES INC,990,93493245004056,201602459349300405
14053060,EFILE,943213100,201512,1/4/2017 7:36:55 AM,TIDES CENTER,990,93493245007156,201602459349300715
14053065,EFILE,351165883,201512,1/4/2017 7:36:57 AM,BAUER FAMILY RESOURCES INC,990,93493245010556,201602459349301055
14058629,EFILE,161119247,201512,1/5/2017 7:21:44 AM,VICTIMS ASSISTANCE CENTER OF JEFFERSON COUNTY INC,990,93493250003506,201602509349300350
14058893,EFILE,311250066,201606,1/5/2017 7:57:50 AM,BROOKVILLE BOOSTER CLUB INC,990EZ,93492252004056,201602529349200405
14058146,EFILE,364546548,201512,1/5/2017 5:27:14 AM,MEDICAL CARE ACCESS COALITION OF DICKINSON IRON COUNTIES INC,990,93493252011006,201602529349301100
14058636,EFILE,364125097,201606,1/5/2017 7:21:47 AM,QUINCY AREA CHRISTIAN SCHOOLS ASSOCIATION,990,93493252011556,201602529349301155
14072953,EFILE,461211777,201512,1/10/2017 7:07:28 PM,VALLEY FUND CHARITABLE FOUNDATION,990PF,93491258000206,201602589349100020
14072963,EFILE,462951018,201512,1/10/2017 7:07:32 PM,ROBERT LEROY ATWELL AND LUCY WILLIAMS ATWELL FOUNDATION,990PF,93491259001306,201602599349100130
14072968,EFILE,156020596,201604,1/10/2017 7:07:34 PM,FANNIE C HYDE TESTAMENTARY TRUST 1020025507,990PF,93491253007516,201612539349100751
14072961,EFILE,270864414,201512,1/10/2017 7:07:31 PM,HAROLD C AND MARILYN A HOHBACH FOUNDATION,990PF,93491258006106,201602589349100610
14072957,EFILE,480933252,201604,1/10/2017 7:07:29 PM,LF HARPER FAMILY FOUNDATION,990PF,93491258002106,201602589349100210
14072972,EFILE,770472013,201510,1/10/2017 7:07:35 PM,NEWBERRY FAMILY CHARITABLE FOUNDATI,990PF,93491256004226,201622569349100422
14072977,EFILE,133229829,201604,1/10/2017 7:07:37 PM,KOREAN LANGUAGE AND CULTURAL INSTITUTE INC,990PF,93491257003026,201622579349100302
14072962,EFILE,870552765,201512,1/10/2017 7:07:32 PM,AARON A HOFMANN FOUNDATION,990PF,93491259000006,201602599349100000
14072959,EFILE,202810904,201512,1/10/2017 7:07:30 PM,E A MAHONEY FAMILY FOUNDATION,990PF,93491258003106,201602589349100310
14072960,EFILE,650843891,201512,1/10/2017 7:07:31 PM,MARK AND SHARON MANSOUR FAMILY FOUNDA,990PF,93491258005156,201602589349100515
14072966,EFILE,223369956,201510,1/10/2017 7:07:33 PM,JOSE M GARCIA FOUNDATION INC,990PF,93491259004056,201602599349100405
14072955,EFILE,582514465,201510,1/10/2017 7:07:29 PM,FEARS FAMILY FOUNDATION INC,990PF,93491258001206,201602589349100120
14072973,EFILE,941739033,201512,1/10/2017 7:07:36 PM,LYDA AND RICO DELUCA FOUNDATION INC,990PF,93491256004526,201622569349100452
14072976,EFILE,391555279,201606,1/10/2017 7:07:37 PM,LEADERSHIP WISCONSIN INC,990PF,93491257001176,201622579349100117
14072958,EFILE,043442439,201512,1/10/2017 7:07:30 PM,THOMAS A RODGERS JR FAMILY FOUNDATION,990PF,93491258003006,201602589349100300
14072956,EFILE,200338208,201512,1/10/2017 7:07:29 PM,SURGEONS OF THE EARTH,990PF,93491258002056,201602589349100205
14072967,EFILE,954383084,201512,1/10/2017 7:07:33 PM,RESPECT AND INTEGRITY TO ANIMALS INC,990PF,93491259006306,201602599349100630
14072964,EFILE,561789818,201512,1/10/2017 7:07:32 PM,EDWARDS-HOBGOOD FOUNDATION INC,990PF,93491259003106,201602599349100310
14072970,EFILE,046773530,201604,1/10/2017 7:07:35 PM,WILSON FAMILY FOUNDATION CO FORTIS MANAGEMENT GROUP LLC,990PF,93491256003126,201622569349100312
14072951,EFILE,351969360,201512,1/10/2017 7:07:28 PM,SUEDHOFF MEMORIAL TRUST,990PF,93491257005156,201602579349100515
14072954,EFILE,236265409,201510,1/10/2017 7:07:29 PM,KENELM FOUNDATION,990PF,93491258001056,201602589349100105
14072952,EFILE,550886480,201512,1/10/2017 7:07:28 PM,PURPLE CRAYON PRODUCTIONS INC,990PF,93491257007056,201602579349100705
14072950,EFILE,274394359,201512,1/10/2017 7:07:27 PM,WATKINS VALLS FAMILY FOUNDATION,990PF,93491256006006,201602569349100600
14072975,EFILE,274844630,201512,1/10/2017 7:07:36 PM,JC BRADLEY FOUNDATION,990PF,93491257000176,201622579349100017
14073421,EFILE,820467428,201603,1/10/2017 8:29:26 PM,AMERICAN CIVIL LIBERTIES UNION FOUNDATION OF IDAHO INC,990,93493214012456,201602149349301245
14073423,EFILE,416031510,201512,1/10/2017 8:29:31 PM,SAINT PAUL FOUNDATION,990,93493215006256,201602159349300625
14073447,EFILE,590952956,201512,1/10/2017 8:29:46 PM,TALL TIMBERS RESEARCH INC,990,93493208004496,201642089349300449
14073446,EFILE,251053485,201512,1/10/2017 8:29:45 PM,WESTERN PENNSYLVANIA CONSERVANCY,990,93493204005196,201642049349300519
14073436,EFILE,943146791,201512,1/10/2017 8:29:40 PM,SACRAMENTO AREA CONGREGATIONS TOGETHER,990,93493209012786,201632099349301278
14073432,EFILE,311068777,201603,1/10/2017 8:29:37 PM,INDIANA PRIMARY HEALTH CARE ASSOC INC,990,93493204002436,201632049349300243
14073426,EFILE,133413627,201512,1/10/2017 8:29:34 PM,PARTNERSHIP FOR A DRUG-FREE AMERICA,990,93493209010216,201612099349301021
14073442,EFILE,208264408,201512,1/10/2017 8:29:43 PM,UNITED STATES LACTATION CONSULTANT,990,93493197011546,201641979349301154
14073441,EFILE,222762623,201512,1/10/2017 8:29:42 PM,NARCOLEPSY NETWORK INC,990,93493159002196,201641599349300219
14073430,EFILE,640339632,201512,1/10/2017 8:29:36 PM,GOLDEN AGE INC,990,93493161002436,201631619349300243
14073427,EFILE,135563409,201512,1/10/2017 8:29:34 PM,UNITED NEIGHBORHOOD HOUSES OF NEW YORK INC,990,93493210013066,201612109349301306
14073444,EFILE,900686577,201512,1/10/2017 8:29:44 PM,CENTER FOR SOCIAL INCLUSION,990,93493202008646,201642029349300864
14073420,EFILE,521231931,201512,1/10/2017 8:29:25 PM,ENTERPRISE COMMUNITY PARTNERS INC,990,93493214000406,201602149349300040
14073418,EFILE,262464764,201512,1/10/2017 8:29:22 PM,LIVEWELL COLORADO,990,93493204008006,201602049349300800
14073435,EFILE,134243257,201512,1/10/2017 8:29:39 PM,SAN LUIS OBISPO COUNTY HOUSING TRUST FUND,990,93493208008236,201632089349300823
14073429,EFILE,860796748,201512,1/10/2017 8:29:36 PM,SKY ISLAND ALLIANCE,990,93493210006276,201622109349300627
14073419,EFILE,331107506,201512,1/10/2017 8:29:23 PM,WESTERN CONSERVATION FOUNDATION,990,93493207012006,201602079349301200
14073437,EFILE,383791803,201512,1/10/2017 8:29:40 PM,ENVIRONMENTAL HEALTH STRATEGY CENTER,990,93493209013536,201632099349301353
14073434,EFILE,521648941,201512,1/10/2017 8:29:38 PM,FOOD AND FRIENDS INC,990,93493207013686,201632079349301368
14073431,EFILE,770045382,201512,1/10/2017 8:29:37 PM,CALIFORNIA ASSOCIATION OF NONPROFITS,990,93493203009536,201632039349300953
14073422,EFILE,410832480,201512,1/10/2017 8:29:27 PM,MINNESOTA COMMUNITY FOUNDATION,990,93493215002256,201602159349300225
14073324,EFILE,208047799,201512,1/10/2017 8:22:51 PM,FAIRCLOUGH FAMILY FOUNDATION,990PF,93491259004356,201602599349100435
14073330,EFILE,266910384,201604,1/10/2017 8:22:53 PM,WILSON GORDON AND MURIEL FDN CO BRYN MAWR TRUST CO,990PF,93491253004066,201612539349100406
14073320,EFILE,465045980,201512,1/10/2017 8:22:50 PM,SELF DEFENSE FOUNDATION,990PF,93491259000306,201602599349100030
14073327,EFILE,364161117,201512,1/10/2017 8:22:52 PM,HOPE AND TOM REYNOLDS FAMILY FOUNDATION,990PF,93491259006406,201602599349100640
14073323,EFILE,586334875,201604,1/10/2017 8:22:51 PM,GILLIS BENEVOLENT TRUST FIRST BAPTIST CHURCH,990PF,93491259004306,201602599349100430
14073326,EFILE,381358386,201512,1/10/2017 8:22:52 PM,LUELLA HANNAN MEMORIAL FOUNDATION,990PF,93491259006256,201602599349100625
14073322,EFILE,364708906,201606,1/10/2017 8:22:51 PM,APPLE TREE PLAYHOUSE FOOD PROGRAM,990PF,93491259002056,201602599349100205
14073316,EFILE,736322336,201512,1/10/2017 8:22:49 PM,KATE FAMILY FOUNDATION,990PF,93491257002006,201602579349100200
14073315,EFILE,203977369,201412,1/10/2017 8:22:49 PM,ROBERT AND LUCILLE TEEL FOUNDATION,990PF,93491257001156,201602579349100115
14073313,EFILE,411566681,201605,1/10/2017 8:22:48 PM,ADA SCHOLARSHIP FOUNDATION INC,990PF,93491257001056,201602579349100105
14073309,EFILE,134132591,201512,1/10/2017 8:22:46 PM,CAIOLA FAMILY FOUNDATION INC CO BETTINA EQUITIES,990PF,93491256000856,201602569349100085
14073334,EFILE,716143620,201606,1/10/2017 8:22:54 PM,MAI BANKS BLACKWELL CHARITABLE FOUNDATION,990PF,93491253007026,201622539349100702
14073336,EFILE,202407119,201606,1/10/2017 8:22:55 PM,ALLAN AND PATRICIA BOSCACCI FAMILY FOUNDATION,990PF,93491256001226,201622569349100122
14073332,EFILE,911877166,201604,1/10/2017 8:22:54 PM,RAZORE FOUNDATION,990PF,93491254004016,201612549349100401
14073328,EFILE,463971698,201512,1/10/2017 8:22:53 PM,HJ-99 FOUNDATION,990PF,93491253000016,201612539349100001
14073329,EFILE,597164211,201512,1/10/2017 8:22:53 PM,SNYDER FAMILY FOUNDATON,990PF,93491253003116,201612539349100311
14073338,EFILE,611358724,201512,1/10/2017 8:22:56 PM,BONEAL CHARITABLE FOUNDATION INC,990PF,93491259000226,201622599349100022
14073319,EFILE,820526742,201512,1/10/2017 8:22:50 PM,NATIONAL WELLNESS FOUNDATION,990PF,93491258006256,201602589349100625
