ID,OPEID,Institution Name,City,State,GiftReceivedDate,ForeignGiftAmount,GiftType,CountryGiftor,GiftorName
30,00105100,University of Alabama,Tuscaloosa,AL,06/14/2019,15892,Contract,TURKEY,"Turkish Consulate General,"
31,00105100,University of Alabama,Tuscaloosa,AL,06/14/2019,3852,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
32,00105100,University of Alabama,Tuscaloosa,AL,06/14/2019,255,Contract,TURKEY,"Turkish Consulate General,"
33,00105100,University of Alabama,Tuscaloosa,AL,06/19/2019,47762,Contract,KUWAIT,Kuwait-Embassy Of The State
34,00105100,University of Alabama,Tuscaloosa,AL,07/01/2019,31522,Contract,KUWAIT,Kuwait-Embassy Of The State
35,00105100,University of Alabama,Tuscaloosa,AL,07/09/2019,25,Contract,TURKEY,"Turkish Consulate General,"
36,00105100,University of Alabama,Tuscaloosa,AL,07/30/2019,100,Monetary Gift,GERMANY,"Mercedes-Benz U.S. International, I"
37,00105100,University of Alabama,Tuscaloosa,AL,07/30/2019,183198,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
38,00105100,University of Alabama,Tuscaloosa,AL,07/31/2019,1650825,Monetary Gift,GERMANY,Mercedes-Benz US International Inc
39,00105100,University of Alabama,Tuscaloosa,AL,08/06/2019,170730,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
40,00105100,University of Alabama,Tuscaloosa,AL,08/19/2019,2672036,Contract,KUWAIT,Kuwait-Embassy Of The State
41,00105100,University of Alabama,Tuscaloosa,AL,08/28/2019,12208,Contract,KUWAIT,Kuwait-Embassy Of The State
42,00105100,University of Alabama,Tuscaloosa,AL,08/29/2019,3384,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
43,00105100,University of Alabama,Tuscaloosa,AL,08/31/2019,7250,Contract,GERMANY,Daimler Purchasing Coordination Cor
44,00105100,University of Alabama,Tuscaloosa,AL,09/18/2019,12308,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
45,00105100,University of Alabama,Tuscaloosa,AL,09/19/2019,12248,Contract,KUWAIT,Kuwait-Embassy Of The State
46,00105100,University of Alabama,Tuscaloosa,AL,09/20/2019,22254,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
47,00105100,University of Alabama,Tuscaloosa,AL,09/30/2019,2195,Contract,KUWAIT,Kuwait-Embassy Of The State
48,00105100,University of Alabama,Tuscaloosa,AL,10/02/2019,49724,Contract,JAPAN,Kansai Gaidai University (KGU)
49,00105100,University of Alabama,Tuscaloosa,AL,10/03/2019,54760,Contract,KUWAIT,Kuwait-Embassy Of The State
50,00105100,University of Alabama,Tuscaloosa,AL,10/03/2019,16921,Contract,KUWAIT,Kuwait-Embassy Of The State
51,00105100,University of Alabama,Tuscaloosa,AL,10/07/2019,243616,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
52,00105100,University of Alabama,Tuscaloosa,AL,10/14/2019,40700,Contract,GERMANY,Mercedes Benz US International
53,00105100,University of Alabama,Tuscaloosa,AL,10/18/2019,526255,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
54,00105100,University of Alabama,Tuscaloosa,AL,10/21/2019,4503,Contract,KUWAIT,Kuwait-Embassy Of The State
55,00105100,University of Alabama,Tuscaloosa,AL,10/24/2019,1785707,Contract,KUWAIT,Kuwait-Embassy Of The State
56,00105100,University of Alabama,Tuscaloosa,AL,10/25/2019,160938,Contract,JAPAN,Kansai Gaidai University (KGU)
57,00105100,University of Alabama,Tuscaloosa,AL,10/30/2019,17890,Contract,KUWAIT,Kuwait-Embassy Of The State
58,00105100,University of Alabama,Tuscaloosa,AL,11/12/2019,15698,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
59,00105100,University of Alabama,Tuscaloosa,AL,11/13/2019,79489,Contract,TURKEY,"Turkish Consulate General,"
60,00105100,University of Alabama,Tuscaloosa,AL,11/14/2019,20140,Contract,KUWAIT,Kuwait-Embassy Of The State
61,00105100,University of Alabama,Tuscaloosa,AL,11/18/2019,2395,Contract,TURKEY,General Directorate of State Hydrua
62,00105100,University of Alabama,Tuscaloosa,AL,11/18/2019,2592,Contract,TURKEY,General Directorate of State Hydrua
63,00105100,University of Alabama,Tuscaloosa,AL,11/25/2019,34143,Contract,SAUDI ARABIA,"Saudi Arabian Education Mission,"
64,00105100,University of Alabama,Tuscaloosa,AL,11/27/2019,4784428,Contract,KUWAIT,Kuwait-Embassy Of The State
65,00105100,University of Alabama,Tuscaloosa,AL,12/12/2019,192137,Contract,TURKEY,"Turkish Consulate General,"
66,00105200,University of Alabama at Birmingham,Birmingham,AL,01/02/2019,582,Contract,ENGLAND,Glaxo SmithKline
67,00105200,University of Alabama at Birmingham,Birmingham,AL,01/03/2019,149970,Contract,SWEDEN,Gambo
68,00105200,University of Alabama at Birmingham,Birmingham,AL,01/07/2019,5544,Contract,ENGLAND,Glaxo SmithKline
69,00105200,University of Alabama at Birmingham,Birmingham,AL,01/07/2019,86772,Contract,ENGLAND,Glaxo SmithKline
70,00105200,University of Alabama at Birmingham,Birmingham,AL,01/07/2019,382,Contract,ENGLAND,Glaxo SmithKline
71,00105200,University of Alabama at Birmingham,Birmingham,AL,01/07/2019,73500,Contract,BERMUDA,"Incysus, LTD"
72,00105200,University of Alabama at Birmingham,Birmingham,AL,01/08/2019,1291,Contract,ENGLAND,Astex Therapeutics Ltd
73,00105200,University of Alabama at Birmingham,Birmingham,AL,01/08/2019,55125,Contract,BERMUDA,"Incysus, LTD"
74,00105200,University of Alabama at Birmingham,Birmingham,AL,01/09/2019,756,Contract,ENGLAND,Glaxo SmithKline
75,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,12053,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
76,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,12825,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
77,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,7330,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
78,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,9520,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
79,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,25701,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
80,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
81,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,10252,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
82,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,10670,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
83,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,11168,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
84,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,13600,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
85,00105200,University of Alabama at Birmingham,Birmingham,AL,01/15/2019,18638,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
86,00105200,University of Alabama at Birmingham,Birmingham,AL,01/17/2019,1526,Contract,ENGLAND,Glaxo SmithKline
87,00105200,University of Alabama at Birmingham,Birmingham,AL,01/22/2019,1853,Contract,AUSTRALIA,SpeeDx Pty Ltd
88,00105200,University of Alabama at Birmingham,Birmingham,AL,01/22/2019,49438,Contract,AUSTRALIA,SpeeDx Pty Ltd
89,00105200,University of Alabama at Birmingham,Birmingham,AL,01/22/2019,3128,Contract,ZAMBIA,Centre for Infectious Disease
90,00105200,University of Alabama at Birmingham,Birmingham,AL,01/28/2019,509156,Contract,SWEDEN,Gambo
91,00105200,University of Alabama at Birmingham,Birmingham,AL,01/30/2019,7517,Contract,ZAMBIA,Centre for Infectious Disease
92,00105200,University of Alabama at Birmingham,Birmingham,AL,02/06/2019,794,Contract,ENGLAND,Glaxo SmithKline
93,00105200,University of Alabama at Birmingham,Birmingham,AL,02/06/2019,7598,Contract,ENGLAND,Glaxo SmithKline
94,00105200,University of Alabama at Birmingham,Birmingham,AL,02/07/2019,23805,Contract,ENGLAND,Glaxo SmithKline
95,00105200,University of Alabama at Birmingham,Birmingham,AL,02/08/2019,74112,Contract,BERMUDA,"Incysus, LTD"
96,00105200,University of Alabama at Birmingham,Birmingham,AL,02/14/2019,527,Contract,ENGLAND,Glaxo SmithKline
97,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
98,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
99,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,4151,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
100,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,11313,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
101,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,10998,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
102,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,4151,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
103,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,5468,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
104,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,6440,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
105,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,3240,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
106,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
107,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,7577,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
108,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
109,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,11666,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
110,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,18740,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
111,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,2784,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
112,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,11700,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
113,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,3911,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
114,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,16518,Contract,ENGLAND,Glaxo SmithKline
115,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,94867,Contract,ENGLAND,Glaxo SmithKline
116,00105200,University of Alabama at Birmingham,Birmingham,AL,02/15/2019,2834,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
117,00105200,University of Alabama at Birmingham,Birmingham,AL,02/22/2019,1652,Contract,ENGLAND,Glaxo SmithKline
118,00105200,University of Alabama at Birmingham,Birmingham,AL,02/27/2019,56405,Contract,AUSTRALIA,SpeeDx Pty Ltd
119,00105200,University of Alabama at Birmingham,Birmingham,AL,02/27/2019,93837,Contract,ENGLAND,Astex Therapeutics Ltd
120,00105200,University of Alabama at Birmingham,Birmingham,AL,02/27/2019,6149,Contract,AUSTRALIA,SpeeDx Pty Ltd
121,00105200,University of Alabama at Birmingham,Birmingham,AL,02/28/2019,3053,Contract,ENGLAND,Glaxo SmithKline
122,00105200,University of Alabama at Birmingham,Birmingham,AL,03/04/2019,1134,Contract,ZAMBIA,Centre for Infectious Disease
123,00105200,University of Alabama at Birmingham,Birmingham,AL,03/05/2019,147143,Contract,SOUTH AFRICA,University of Cape Town
124,00105200,University of Alabama at Birmingham,Birmingham,AL,03/06/2019,24274,Contract,ZAMBIA,Centre for Infectious Disease
125,00105200,University of Alabama at Birmingham,Birmingham,AL,03/08/2019,776,Contract,ENGLAND,Glaxo SmithKline
126,00105200,University of Alabama at Birmingham,Birmingham,AL,03/11/2019,1134,Contract,ZAMBIA,Centre for Infectious Disease
127,00105200,University of Alabama at Birmingham,Birmingham,AL,03/19/2019,2028,Contract,ENGLAND,Glaxo SmithKline
128,00105200,University of Alabama at Birmingham,Birmingham,AL,03/19/2019,7932,Contract,ZAMBIA,Centre for Infectious Disease
129,00105200,University of Alabama at Birmingham,Birmingham,AL,03/19/2019,12581,Contract,ENGLAND,Glaxo SmithKline
130,00105200,University of Alabama at Birmingham,Birmingham,AL,03/28/2019,230000,Contract,JAPAN,Japan Tobacco Inc
131,00105200,University of Alabama at Birmingham,Birmingham,AL,03/28/2019,4507,Contract,ENGLAND,Glaxo SmithKline
132,00105200,University of Alabama at Birmingham,Birmingham,AL,03/29/2019,15163,Contract,ENGLAND,Astex Therapeutics Ltd
133,00105200,University of Alabama at Birmingham,Birmingham,AL,04/04/2019,46613,Contract,AUSTRALIA,SpeeDx Pty Ltd
134,00105200,University of Alabama at Birmingham,Birmingham,AL,04/05/2019,8002,Contract,AUSTRALIA,SpeeDx Pty Ltd
135,00105200,University of Alabama at Birmingham,Birmingham,AL,04/05/2019,1549,Contract,ENGLAND,Astex Therapeutics Ltd
136,00105200,University of Alabama at Birmingham,Birmingham,AL,04/09/2019,397801,Contract,ENGLAND,Glaxo SmithKline
137,00105200,University of Alabama at Birmingham,Birmingham,AL,04/12/2019,38861,Contract,SOUTH AFRICA,University of Cape Town
138,00105200,University of Alabama at Birmingham,Birmingham,AL,04/15/2019,3008,Contract,ENGLAND,Glaxo SmithKline
139,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,50280,Contract,ENGLAND,Glaxo SmithKline
140,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,100000,Contract,JAPAN,Japan Tobacco Inc
141,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,9785,Contract,ENGLAND,Glaxo SmithKline
142,00105200,University of Alabama at Birmingham,Birmingham,AL,04/16/2019,2950,Contract,ENGLAND,Glaxo SmithKline
143,00105200,University of Alabama at Birmingham,Birmingham,AL,04/25/2019,11722,Contract,ENGLAND,Astex Therapeutics Ltd
144,00105200,University of Alabama at Birmingham,Birmingham,AL,04/26/2019,22934,Contract,ZAMBIA,Centre for Infectious Disease
145,00105200,University of Alabama at Birmingham,Birmingham,AL,04/30/2019,1134,Contract,ZAMBIA,Centre for Infectious Disease
146,00105200,University of Alabama at Birmingham,Birmingham,AL,04/30/2019,32760,Contract,ENGLAND,Glaxo SmithKline
147,00105200,University of Alabama at Birmingham,Birmingham,AL,04/30/2019,4090,Contract,ENGLAND,Glaxo SmithKline
148,00105200,University of Alabama at Birmingham,Birmingham,AL,05/01/2019,55125,Contract,BERMUDA,"Incysus, LTD"
149,00105200,University of Alabama at Birmingham,Birmingham,AL,05/01/2019,14700,Contract,BERMUDA,"Incysus, LTD"
150,00105200,University of Alabama at Birmingham,Birmingham,AL,05/02/2019,4032,Contract,ENGLAND,Glaxo SmithKline
151,00105200,University of Alabama at Birmingham,Birmingham,AL,05/06/2019,8098,Contract,ENGLAND,Glaxo SmithKline
152,00105200,University of Alabama at Birmingham,Birmingham,AL,05/07/2019,5325,Contract,ENGLAND,Glaxo SmithKline
153,00105200,University of Alabama at Birmingham,Birmingham,AL,05/07/2019,195,Contract,ENGLAND,Glaxo SmithKline
154,00105200,University of Alabama at Birmingham,Birmingham,AL,05/09/2019,100437,Contract,ENGLAND,Glaxo SmithKline
155,00105200,University of Alabama at Birmingham,Birmingham,AL,05/19/2019,18267,Contract,ENGLAND,Astex Therapeutics Ltd
156,00105200,University of Alabama at Birmingham,Birmingham,AL,05/20/2019,195260,Contract,ENGLAND,Glaxo SmithKline
157,00105200,University of Alabama at Birmingham,Birmingham,AL,05/22/2019,2950,Contract,ENGLAND,Glaxo SmithKline
158,00105200,University of Alabama at Birmingham,Birmingham,AL,05/23/2019,9367,Contract,AUSTRALIA,SpeeDx Pty Ltd
159,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,10016,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
160,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,12605,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
161,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,9420,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
162,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,7882,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
163,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,10437,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
164,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,23242,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
165,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,12740,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
166,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
167,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,11108,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
168,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,1070,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
169,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,34010,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
170,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,13711,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
171,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,13270,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
172,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,22539,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
173,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,4260,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
174,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,22000,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
175,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,12129,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
176,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,51168,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
177,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,13182,Contract,AUSTRALIA,SpeeDx Pty Ltd
178,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,16661,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
179,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,10400,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
180,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,17677,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
181,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,11308,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
182,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
183,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,10020,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
184,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,42934,Contract,AUSTRALIA,SpeeDx Pty Ltd
185,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,9378,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
186,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,9032,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
187,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,17271,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
188,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,12325,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
189,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,9370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
190,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,27756,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
191,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,3300,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
192,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,17877,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
193,00105200,University of Alabama at Birmingham,Birmingham,AL,05/29/2019,11953,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
194,00105200,University of Alabama at Birmingham,Birmingham,AL,06/03/2019,2290,Contract,ENGLAND,Glaxo SmithKline
195,00105200,University of Alabama at Birmingham,Birmingham,AL,06/11/2019,17204,Contract,ENGLAND,Glaxo SmithKline
196,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,11969,Contract,OMAN,Embassy of Oman
197,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,10077,Contract,OMAN,Embassy of Oman
198,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,48707,Contract,OMAN,Embassy of Oman
199,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,24138,Contract,OMAN,Embassy of Oman
200,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,31791,Contract,OMAN,Embassy of Oman
201,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,11098,Contract,OMAN,Embassy of Oman
202,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,25850,Contract,OMAN,Embassy of Oman
203,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,12059,Contract,OMAN,Embassy of Oman
204,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,12440,Contract,OMAN,Embassy of Oman
205,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,14903,Contract,OMAN,Embassy of Oman
206,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,11894,Contract,OMAN,Embassy of Oman
207,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,10252,Contract,OMAN,Embassy of Oman
208,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,11388,Contract,OMAN,Embassy of Oman
209,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,37549,Contract,OMAN,Embassy of Oman
210,00105200,University of Alabama at Birmingham,Birmingham,AL,06/14/2019,9977,Contract,OMAN,Embassy of Oman
211,00105200,University of Alabama at Birmingham,Birmingham,AL,06/21/2019,58250,Contract,AUSTRALIA,SpeeDx Pty Ltd
212,00105200,University of Alabama at Birmingham,Birmingham,AL,06/21/2019,14404,Contract,AUSTRALIA,SpeeDx Pty Ltd
213,00105200,University of Alabama at Birmingham,Birmingham,AL,06/25/2019,321,Contract,ENGLAND,Glaxo SmithKline
214,00105200,University of Alabama at Birmingham,Birmingham,AL,06/27/2019,277685,Contract,ENGLAND,Glaxo SmithKline
215,00105200,University of Alabama at Birmingham,Birmingham,AL,06/28/2019,3053,Contract,ENGLAND,Glaxo SmithKline
216,00105200,University of Alabama at Birmingham,Birmingham,AL,07/08/2019,39028,Contract,ENGLAND,Astex Therapeutics Ltd
217,00105200,University of Alabama at Birmingham,Birmingham,AL,07/08/2019,23876,Contract,ENGLAND,Glaxo SmithKline
218,00105200,University of Alabama at Birmingham,Birmingham,AL,07/09/2019,3682,Contract,ENGLAND,Glaxo SmithKline
219,00105200,University of Alabama at Birmingham,Birmingham,AL,07/11/2019,2660,Contract,ZAMBIA,Centre for Infectious Disease
